# Time-averaged data for fix all_msd
# TimeStep c_msd1[4]
0 2.04939e-29
100 0.494026
200 0.774637
300 1.14254
400 1.49889
500 2.02782
600 2.48411
700 2.8896
800 3.41807
900 4.02176
1000 4.80736
1100 5.47794
1200 6.0245
1300 6.60577
1400 7.31746
1500 8.03007
1600 8.4066
1700 8.7024
1800 9.35529
1900 9.93337
2000 10.3933
2100 10.8403
2200 11.353
2300 11.8035
2400 12.3982
2500 12.8262
2600 13.1613
2700 13.6921
2800 14.1979
2900 14.8916
3000 15.3361
3100 15.7651
3200 16.1751
3300 16.7467
3400 17.0445
3500 17.5103
3600 17.8817
3700 18.0811
3800 18.681
3900 19.054
4000 19.3026
4100 19.6139
4200 19.9932
4300 20.461
4400 21.0498
4500 21.9077
4600 22.515
4700 22.8285
4800 23.6318
4900 24.5973
5000 24.9313
5100 25.5364
5200 25.8414
5300 26.4887
5400 26.9527
5500 27.4498
5600 27.9961
5700 28.7479
5800 29.2838
5900 29.722
6000 30.4986
6100 31.015
6200 31.707
6300 32.2748
6400 32.8936
6500 33.4665
6600 33.7149
6700 34.1489
6800 34.7509
6900 35.0293
7000 35.8104
7100 36.4114
7200 36.7121
7300 37.3655
7400 37.8558
7500 38.1811
7600 39.2368
7700 39.5379
7800 40.3606
7900 41.0257
8000 41.7836
8100 42.1567
8200 42.7995
8300 43.4911
8400 43.921
8500 44.0657
8600 44.4878
8700 45.3884
8800 45.6848
8900 45.8419
9000 46.5839
9100 47.5872
9200 48.2059
9300 48.5917
9400 49.2085
9500 49.5393
9600 50.5456
9700 50.7915
9800 51.3572
9900 51.2548
10000 51.6347
10100 52.2624
10200 52.8102
10300 53.5747
10400 53.4666
10500 54.245
10600 55.1223
10700 55.4306
10800 56
10900 56.5774
11000 57.0665
11100 57.8396
11200 58.2763
11300 58.7269
11400 59.3731
11500 60.4072
11600 60.8986
11700 61.5187
11800 62.0057
11900 62.4389
12000 62.8927
12100 63.1209
12200 64.13
12300 64.152
12400 64.6032
12500 65.2925
12600 65.8177
12700 66.6124
12800 67.479
12900 68.3158
13000 69.1402
13100 69.5537
13200 69.848
13300 70.1125
13400 70.7346
13500 71.4331
13600 72.1975
13700 72.8702
13800 73.5378
13900 74.0153
14000 74.4011
14100 74.4085
14200 75.0215
14300 75.5871
14400 76.2104
14500 76.4775
14600 77.5647
14700 77.8939
14800 78.2136
14900 78.6966
15000 79.732
15100 80.0224
15200 80.3581
15300 81.3332
15400 81.434
15500 81.9969
15600 82.1909
15700 83.1047
15800 83.4456
15900 83.6641
16000 84.7845
16100 84.6593
16200 85.0953
16300 85.2469
16400 85.7235
16500 86.0568
16600 86.7432
16700 87.1872
16800 87.9419
16900 88.7106
17000 88.9694
17100 89.4544
17200 89.6574
17300 90.3222
17400 90.9668
17500 91.9423
17600 92.2484
17700 93.046
17800 92.7336
17900 93.1707
18000 94.3049
18100 94.0815
18200 94.5861
18300 95.0104
18400 95.6886
18500 96.4733
18600 96.9348
18700 98.0997
18800 97.9664
18900 99.0978
19000 99.7922
19100 100.639
19200 101.503
19300 101.56
19400 101.93
19500 102.223
19600 103.229
19700 103.633
19800 103.449
19900 103.531
20000 105.196
20100 105.831
20200 105.997
20300 106.963
20400 107.53
20500 107.765
20600 108.598
20700 108.889
20800 109.412
20900 110.098
21000 111.2
21100 111.954
21200 112.461
21300 112.66
21400 113.232
21500 113.409
21600 114.069
21700 115.083
21800 115.638
21900 115.931
22000 116.318
22100 117.147
22200 118
22300 118.27
22400 118.916
22500 119.448
22600 119.786
22700 120.958
22800 121.26
22900 121.703
23000 121.926
23100 121.931
23200 122.416
23300 123.357
23400 123.447
23500 123.962
23600 124.842
23700 125.006
23800 125.424
23900 125.98
24000 125.586
24100 126.478
24200 127.076
24300 126.983
24400 127.919
24500 128.164
24600 128.724
24700 129.121
24800 129.834
24900 130.151
25000 130.925
25100 130.68
25200 131.281
25300 130.922
25400 131.324
25500 132.019
25600 132.744
25700 133.027
25800 133.927
25900 134.384
26000 135.816
26100 135.823
26200 136.779
26300 137.099
26400 137.278
26500 137.7
26600 138.073
26700 138.451
26800 139.004
26900 139.381
27000 140.637
27100 140.981
27200 141.975
27300 141.683
27400 142.487
27500 142.877
27600 143.997
27700 145.635
27800 145.931
27900 145.999
28000 146.429
28100 147.061
28200 147.467
28300 148.335
28400 148.572
28500 148.621
28600 149.195
28700 149.457
28800 150.622
28900 151.659
29000 152.287
29100 153.34
29200 153.438
29300 153.663
29400 153.278
29500 154.421
29600 155.491
29700 156.865
29800 156.964
29900 157.695
30000 158.445
30100 158.589
30200 160.329
30300 160.483
30400 160.152
30500 161.202
30600 161.573
30700 162.601
30800 162.709
30900 163.154
31000 163.794
31100 163.821
31200 164.624
31300 164.959
31400 166.031
31500 166.134
31600 166.139
31700 166.282
31800 166.242
31900 166.75
32000 167.157
32100 167.629
32200 168.556
32300 169.041
32400 169.292
32500 169.467
32600 170.19
32700 170.876
32800 171.015
32900 171.541
33000 172.087
33100 172.306
33200 172.439
33300 173.043
33400 173.613
33500 174.422
33600 174.084
33700 174.395
33800 175.71
33900 176.34
34000 176.12
34100 176.29
34200 177.096
34300 176.62
34400 177.01
34500 177.58
34600 178.329
34700 179.851
34800 180.391
34900 180.413
35000 180.429
35100 181.64
35200 181.861
35300 182.356
35400 183.605
35500 184.485
35600 185.465
35700 184.987
35800 185.387
35900 185.578
36000 186.012
36100 186.287
36200 186.632
36300 187.546
36400 188.082
36500 188.129
36600 189.367
36700 189.826
36800 190.062
36900 190.78
37000 192.173
37100 192.022
37200 192.772
37300 193.338
37400 193.928
37500 194.058
37600 195.375
37700 195.808
37800 195.162
37900 195.894
38000 196.812
38100 196.655
38200 196.941
38300 197.03
38400 197.36
38500 197.683
38600 198.486
38700 199.332
38800 199.79
38900 199.942
39000 200.897
39100 201.17
39200 202.032
39300 202.889
39400 203.695
39500 204.698
39600 204.92
39700 204.977
39800 205.614
39900 206.8
40000 206.824
40100 206.903
40200 207.86
40300 208.459
40400 208.805
40500 209.553
40600 209.304
40700 209.59
40800 211.242
40900 212.06
41000 212.646
41100 213.582
41200 214.045
41300 215.144
41400 215.742
41500 215.976
41600 216.531
41700 216.266
41800 215.675
41900 217.004
42000 217.674
42100 219.12
42200 220
42300 220.185
42400 220.155
42500 220.451
42600 221.714
42700 222.635
42800 223.269
42900 224.128
43000 224.521
43100 224.854
43200 225.676
43300 226.593
43400 227.403
43500 228.608
43600 228.304
43700 228.892
43800 229.696
43900 229.923
44000 229.81
44100 231.039
44200 231.622
44300 231.714
44400 232.554
44500 233.731
44600 234.085
44700 234.975
44800 235.21
44900 235.46
45000 235.434
45100 235.683
45200 236.093
45300 236.508
45400 237.102
45500 237.026
45600 238.037
45700 238.914
45800 240.128
45900 240.375
46000 241.447
46100 241.692
46200 241.814
46300 243.111
46400 242.477
46500 243.385
46600 244.408
46700 244.79
46800 245.62
46900 246.807
47000 247.905
47100 248.224
47200 248.819
47300 250.095
47400 250.199
47500 250.743
47600 250.497
47700 250.718
47800 252.102
47900 253.11
48000 254.077
48100 254.01
48200 255.026
48300 255.969
48400 257.572
48500 257.11
48600 258.343
