# Time-averaged data for fix all_msd
# TimeStep c_msd1[4]
0 2.04939e-29
100 0.19269
200 0.322363
300 0.469218
400 0.645547
500 0.793628
600 0.909495
700 1.0926
800 1.26253
900 1.45441
1000 1.56063
1100 1.72473
1200 1.76355
1300 1.90079
1400 2.04047
1500 2.1947
1600 2.28185
1700 2.42782
1800 2.52126
1900 2.64725
2000 2.71772
2100 2.81755
2200 2.8289
2300 2.88613
2400 3.01894
2500 3.15531
2600 3.26155
2700 3.33445
2800 3.37202
2900 3.41062
3000 3.57326
3100 3.63661
3200 3.68804
3300 3.72857
3400 3.76238
3500 3.9204
3600 3.93557
3700 3.98027
3800 4.08207
3900 4.13686
4000 4.15452
4100 4.37664
4200 4.32877
4300 4.42211
4400 4.43264
4500 4.62655
4600 4.73788
4700 4.83379
4800 4.87214
4900 4.94571
5000 4.97995
5100 5.00053
5200 5.00314
5300 5.00241
5400 4.99387
5500 5.08012
5600 5.1563
5700 5.23944
5800 5.23161
5900 5.36148
6000 5.33618
6100 5.51049
6200 5.39981
6300 5.48376
6400 5.63923
6500 5.64966
6600 5.69015
6700 5.61887
6800 5.84046
6900 5.84942
7000 5.83163
7100 5.8355
7200 5.91496
7300 5.98031
7400 6.01993
7500 6.05163
7600 6.10072
7700 6.10396
7800 6.03434
7900 6.08442
8000 6.19423
8100 6.1892
8200 6.29769
8300 6.37959
8400 6.39777
8500 6.37155
8600 6.55241
8700 6.5125
8800 6.59174
8900 6.59184
9000 6.65143
9100 6.67075
9200 6.61195
9300 6.56016
9400 6.6623
9500 6.82659
9600 6.89345
9700 6.93575
9800 6.9765
9900 6.99586
10000 6.93553
10100 7.05596
10200 7.17419
10300 7.17027
10400 7.13646
10500 7.3471
10600 7.25504
10700 7.30305
10800 7.33005
10900 7.28756
11000 7.23132
11100 7.40384
11200 7.38038
11300 7.39257
11400 7.49005
11500 7.51179
11600 7.60557
11700 7.65552
11800 7.67816
11900 7.62429
12000 7.68951
12100 7.69738
12200 7.7725
12300 7.72541
12400 7.7981
12500 7.86103
12600 7.9799
12700 7.89472
12800 7.98912
12900 7.97059
13000 7.89851
13100 7.91898
13200 7.962
13300 8.08677
13400 8.04784
13500 8.25258
13600 8.1657
13700 8.07986
13800 8.13525
13900 8.09018
14000 8.13189
14100 8.2162
14200 8.26118
14300 8.31845
14400 8.40816
14500 8.29259
14600 8.33167
14700 8.53905
14800 8.68265
14900 8.61197
15000 8.52804
15100 8.63569
15200 8.61553
15300 8.54336
15400 8.61162
15500 8.66538
15600 8.75897
15700 8.78326
15800 8.79817
15900 8.81761
16000 8.84751
16100 8.84399
16200 8.90406
16300 8.80842
16400 8.79579
16500 8.8685
16600 8.92609
16700 8.91755
16800 8.9989
16900 9.09091
17000 9.04592
17100 9.04906
17200 8.98435
17300 8.98884
17400 9.16202
17500 9.09535
17600 9.16274
17700 9.08707
17800 9.17473
17900 9.13669
18000 9.24059
18100 9.25135
18200 9.2855
18300 9.25142
18400 9.38049
18500 9.40933
18600 9.3139
18700 9.4493
18800 9.35309
18900 9.45967
19000 9.4542
19100 9.43505
19200 9.46035
19300 9.55118
19400 9.64116
19500 9.65956
19600 9.63687
19700 9.5549
19800 9.64557
19900 9.60171
20000 9.68682
20100 9.66859
20200 9.75768
20300 9.68488
20400 9.66959
20500 9.77861
20600 9.76393
20700 9.80089
20800 9.87331
20900 9.8491
21000 9.96322
21100 9.95683
21200 9.95041
21300 9.96593
21400 10.0772
21500 10.0696
21600 10.1865
21700 10.2516
21800 10.2005
21900 10.2876
22000 10.245
22100 10.2785
22200 10.179
22300 10.3059
22400 10.2994
22500 10.3853
22600 10.4346
22700 10.4139
22800 10.3559
22900 10.4337
23000 10.5027
23100 10.5742
23200 10.5601
23300 10.5726
23400 10.6799
23500 10.7563
23600 10.7839
23700 10.7542
23800 10.8107
23900 10.7191
24000 10.7785
24100 10.8994
24200 10.946
24300 10.8442
24400 11.0673
24500 11.1444
24600 11.1182
24700 11.1665
24800 11.0513
24900 11.1899
25000 11.0665
25100 11.1155
25200 11.2187
25300 11.3042
25400 11.3141
25500 11.3254
25600 11.3714
25700 11.3377
25800 11.4304
25900 11.4919
26000 11.4462
26100 11.4052
26200 11.5168
26300 11.5224
26400 11.4705
26500 11.4328
26600 11.6718
26700 11.7336
26800 11.7345
26900 11.7953
27000 11.7773
27100 11.7773
27200 11.8071
27300 11.8796
27400 11.8784
27500 11.9288
27600 11.9585
27700 11.9579
27800 12.0021
27900 12.0279
28000 11.9791
28100 11.9363
28200 12.0043
28300 12.0266
28400 12.1772
28500 12.0338
28600 12.2153
28700 12.1274
28800 12.1897
28900 12.13
29000 12.2376
29100 12.2214
29200 12.3058
29300 12.1885
29400 12.2196
29500 12.2365
29600 12.2905
29700 12.2015
29800 12.2562
29900 12.2224
30000 12.1533
30100 12.2619
30200 12.2625
30300 12.3423
30400 12.4683
30500 12.5244
30600 12.4445
30700 12.4503
30800 12.4285
30900 12.4819
31000 12.3744
31100 12.3464
31200 12.2923
31300 12.3816
31400 12.2958
31500 12.3932
31600 12.3027
31700 12.3259
31800 12.3042
31900 12.3424
32000 12.2567
32100 12.269
32200 12.2827
32300 12.3439
32400 12.4881
32500 12.286
32600 12.3757
32700 12.2673
32800 12.3127
32900 12.3709
33000 12.2564
33100 12.3302
33200 12.3273
33300 12.4361
33400 12.4024
33500 12.4535
33600 12.4827
33700 12.4716
33800 12.413
33900 12.5621
34000 12.5976
34100 12.5755
34200 12.5591
34300 12.6999
34400 12.6482
34500 12.6593
34600 12.567
34700 12.5563
34800 12.6629
34900 12.6972
35000 12.73
35100 12.6918
35200 12.4935
35300 12.5261
35400 12.5817
35500 12.6278
35600 12.575
35700 12.6426
35800 12.6021
35900 12.7429
36000 12.7695
36100 12.7044
36200 12.8558
36300 12.7813
36400 12.8775
36500 12.9066
36600 12.9798
36700 12.9793
36800 12.9346
36900 12.9546
37000 12.7376
37100 12.9817
37200 13.0191
37300 12.9916
37400 13.1036
37500 13.171
37600 13.1
37700 13.1301
37800 13.1226
37900 13.2488
38000 13.2214
38100 13.3352
38200 13.3745
38300 13.3736
38400 13.3614
38500 13.3013
38600 13.2935
38700 13.2763
38800 13.2332
38900 13.3464
39000 13.4721
39100 13.4059
39200 13.3558
39300 13.3953
39400 13.4093
39500 13.4014
39600 13.4765
39700 13.5573
39800 13.4723
39900 13.4664
40000 13.5187
40100 13.5222
40200 13.7001
40300 13.6795
40400 13.843
40500 13.8071
40600 13.9044
40700 14.0568
40800 14.0143
40900 14.1287
41000 13.9102
41100 13.9626
41200 13.9724
41300 13.9878
41400 13.8415
41500 13.8503
41600 13.962
41700 14.0796
41800 14.0191
41900 14.0367
42000 14.0663
42100 14.0806
42200 14.2186
42300 14.0962
42400 14.1887
42500 14.1391
42600 14.2142
42700 14.3702
42800 14.4826
42900 14.4058
43000 14.5622
43100 14.5584
43200 14.511
43300 14.4823
43400 14.5498
43500 14.5834
43600 14.4612
43700 14.596
43800 14.657
43900 14.6652
44000 14.6636
44100 14.6156
44200 14.6191
44300 14.5073
44400 14.5493
44500 14.573
44600 14.5611
44700 14.4539
44800 14.3039
44900 14.4318
45000 14.3698
45100 14.4623
45200 14.5687
45300 14.5961
45400 14.517
45500 14.5289
45600 14.6374
45700 14.6671
45800 14.6839
45900 14.7076
46000 14.6579
46100 14.8261
46200 14.8861
46300 14.9223
46400 14.693
46500 14.8254
46600 14.7676
46700 14.9072
46800 14.8677
46900 14.7743
47000 14.8988
47100 14.8615
47200 14.9204
47300 15.0083
47400 15.0335
47500 15.0302
47600 15.1299
47700 14.9846
47800 15.0126
47900 14.8634
48000 14.9891
48100 15.1097
48200 15.1097
48300 15.1898
48400 15.188
48500 15.1958
48600 15.3183
48700 15.1902
48800 15.2346
48900 15.3796
49000 15.517
49100 15.4768
49200 15.482
49300 15.2141
49400 15.3127
49500 15.3377
49600 15.361
49700 15.4266
49800 15.5013
49900 15.5048
50000 15.457
50100 15.5063
50200 15.3871
50300 15.4747
50400 15.4578
50500 15.5179
50600 15.5007
50700 15.6328
50800 15.4899
50900 15.5222
51000 15.5833
