# Time-averaged data for fix all_msd
# TimeStep c_msd1[4]
0 2.04939e-29
100 0.480071
200 0.753903
300 1.10247
400 1.4962
500 1.76802
600 2.19607
700 2.7866
800 3.26176
900 3.84376
1000 4.49197
1100 5.07417
1200 5.40912
1300 5.78247
1400 6.50326
1500 6.95629
1600 7.54254
1700 8.27719
1800 8.87096
1900 9.45954
2000 9.96266
2100 10.4764
2200 10.7499
2300 11.3144
2400 11.9063
2500 12.4604
2600 13.0056
2700 13.4109
2800 13.9265
2900 14.3634
3000 14.6339
3100 15.1827
3200 15.7356
3300 16.023
3400 16.6342
3500 17.2623
3600 17.6739
3700 18.2824
3800 18.8333
3900 19.4706
4000 20.0573
4100 20.4907
4200 20.8611
4300 21.6644
4400 22.1889
4500 22.9564
4600 23.374
4700 24.0956
4800 24.4873
4900 24.9865
5000 25.3449
5100 25.9515
5200 26.7377
5300 27.5178
5400 28.1049
5500 28.381
5600 28.9942
5700 29.2639
5800 30.171
5900 30.9289
6000 31.8665
6100 32.1942
6200 32.5041
6300 32.8143
6400 33.4362
6500 33.7162
6600 34.2395
6700 34.8883
6800 35.4591
6900 36.1359
7000 36.6566
7100 36.6934
7200 37.0468
7300 37.6549
7400 38.1258
7500 38.4212
7600 38.6272
7700 39.1512
7800 39.4286
7900 39.9418
8000 40.6033
8100 41.5024
8200 42.2301
8300 42.6376
8400 43.6651
8500 44.128
8600 44.4133
8700 44.8489
8800 45.0967
8900 45.4427
9000 46.1091
9100 47.1287
9200 47.383
9300 48.0148
9400 48.4013
9500 48.8579
9600 49.0985
9700 49.4464
9800 50.2735
9900 50.9393
10000 51.2003
10100 51.6543
10200 51.9642
10300 52.6628
10400 53.7056
10500 54.2226
10600 54.8081
10700 55.3192
10800 55.8215
10900 56.1629
11000 56.4916
11100 57.258
11200 58.3476
11300 59.1385
11400 59.785
11500 59.9174
11600 60.6246
11700 60.8385
11800 61.4311
11900 62.151
12000 62.8462
12100 63.4803
12200 63.888
12300 64.9878
12400 65.2394
12500 66.4986
12600 66.9971
