# Time-averaged data for fix all_msd
# TimeStep c_msd1[4]
0 2.04939e-29
100 0.196387
200 0.295838
300 0.426915
400 0.56897
500 0.745777
600 0.929579
700 1.0886
800 1.30047
900 1.44043
1000 1.45675
1100 1.6
1200 1.7417
1300 1.85008
1400 1.93449
1500 2.05619
1600 2.22041
1700 2.27192
1800 2.35461
1900 2.51411
2000 2.60025
2100 2.70632
2200 2.76087
2300 2.88942
2400 2.93673
2500 3.0412
2600 3.0972
2700 3.18934
2800 3.28905
2900 3.37416
3000 3.50196
3100 3.42717
3200 3.56073
3300 3.66563
3400 3.76939
3500 3.82654
3600 3.86722
3700 3.94767
3800 4.01509
3900 4.10995
4000 4.0718
4100 4.15538
4200 4.29538
4300 4.30211
4400 4.37151
4500 4.39261
4600 4.45478
4700 4.52403
4800 4.57594
4900 4.68145
5000 4.75778
5100 4.74038
5200 4.81657
5300 4.86794
5400 4.86212
5500 4.83277
5600 4.92897
5700 4.95381
5800 4.9818
5900 5.06432
6000 5.11414
6100 5.15448
6200 5.2356
6300 5.31639
6400 5.35827
6500 5.40225
6600 5.524
6700 5.61075
6800 5.73067
6900 5.78271
7000 5.79108
7100 5.80646
7200 5.86699
7300 5.9121
7400 5.93173
7500 6.05095
7600 6.06169
7700 6.11263
7800 6.10868
7900 6.30036
8000 6.22828
8100 6.26211
8200 6.31633
8300 6.36235
8400 6.36686
8500 6.42356
8600 6.4763
8700 6.52458
8800 6.51232
8900 6.65201
9000 6.63117
9100 6.54924
9200 6.66116
9300 6.64543
9400 6.7095
9500 6.71068
9600 6.76449
9700 6.8419
9800 6.88543
9900 7.03321
10000 6.99418
10100 6.92756
10200 7.02911
10300 7.07273
10400 7.15564
10500 7.21119
10600 7.15153
10700 7.25814
10800 7.21972
10900 7.35709
11000 7.34267
11100 7.38938
11200 7.43149
11300 7.46122
11400 7.46984
11500 7.44268
11600 7.4998
11700 7.50582
11800 7.56201
11900 7.64149
12000 7.72127
12100 7.68296
12200 7.6019
12300 7.8054
12400 7.82111
12500 7.8518
12600 7.89019
12700 7.94351
12800 7.96646
12900 7.94852
13000 8.04465
13100 7.89228
13200 8.10841
13300 8.20456
13400 8.20776
13500 8.28256
13600 8.37709
13700 8.3399
13800 8.36499
13900 8.34581
14000 8.34687
14100 8.41881
14200 8.46103
14300 8.3534
14400 8.50221
14500 8.58437
14600 8.53448
14700 8.4838
14800 8.59174
14900 8.50423
15000 8.57627
15100 8.5728
15200 8.49938
15300 8.54128
15400 8.56974
15500 8.61402
15600 8.64613
15700 8.6189
15800 8.53891
15900 8.60156
16000 8.61635
16100 8.63567
16200 8.67422
16300 8.73216
16400 8.91555
16500 8.87637
16600 8.92611
16700 8.88877
16800 9.10179
16900 8.97386
17000 9.09787
17100 9.07667
17200 9.12344
17300 9.19471
17400 9.12684
17500 9.09867
17600 9.30659
17700 9.10839
17800 9.20297
17900 9.16735
18000 9.3027
18100 9.25134
18200 9.28047
18300 9.22393
