# Time-averaged data for fix all_msd
# TimeStep c_msd1[4]
0 2.04939e-29
100 0.259826
200 0.424043
300 0.584366
400 0.762689
500 0.948624
600 1.17234
700 1.35921
800 1.59011
900 1.77002
1000 1.96659
1100 2.22403
1200 2.3136
1300 2.46236
1400 2.62408
1500 2.76282
1600 2.9466
1700 3.16669
1800 3.33274
1900 3.50748
2000 3.78109
2100 3.94643
2200 4.03361
2300 4.09149
2400 4.29347
2500 4.44666
2600 4.4739
2700 4.61352
2800 4.71562
2900 4.90064
3000 4.89148
3100 4.95033
3200 5.14124
3300 5.19633
3400 5.32682
3500 5.43866
3600 5.47041
3700 5.77942
3800 5.68122
3900 5.76808
4000 5.94723
4100 6.07087
4200 6.21225
4300 6.22818
4400 6.38219
4500 6.52394
4600 6.60056
4700 6.70919
4800 6.82374
4900 6.85424
5000 6.90018
5100 6.96275
5200 7.03752
5300 7.16775
5400 7.2956
5500 7.25917
5600 7.41535
5700 7.46262
5800 7.66909
5900 7.79252
6000 7.89804
6100 8.12985
6200 8.06874
6300 8.18277
6400 8.33888
6500 8.4389
6600 8.56624
6700 8.62557
6800 8.5898
6900 8.5005
7000 8.58428
7100 8.52602
7200 8.7006
7300 8.80019
7400 9.09941
7500 9.03528
7600 9.2233
7700 9.33186
7800 9.43041
7900 9.34709
8000 9.4816
8100 9.51253
8200 9.62214
8300 9.73733
8400 9.84451
8500 9.93169
8600 10.0001
8700 9.94396
8800 9.83629
8900 10.0163
9000 10.0736
9100 10.0432
9200 10.0869
9300 10.1646
9400 10.2099
9500 10.2852
9600 10.3318
9700 10.3982
9800 10.3919
9900 10.4883
10000 10.5825
10100 10.6026
10200 10.6079
10300 10.7178
10400 10.928
10500 10.9246
10600 11.044
10700 11.0255
10800 11.1657
10900 11.3465
11000 11.1568
11100 11.2558
11200 11.3848
11300 11.4296
11400 11.463
11500 11.5534
11600 11.6032
11700 11.6034
11800 11.8781
11900 11.8702
12000 12.0596
12100 12.0181
12200 12.0569
12300 12.1049
12400 12.1736
12500 12.2175
12600 12.1691
12700 12.1461
12800 12.3263
12900 12.383
13000 12.5034
13100 12.4381
13200 12.5232
13300 12.6495
13400 12.7395
13500 12.6008
13600 12.6807
13700 12.8721
13800 12.9631
13900 13.1788
14000 13.1047
14100 13.1212
14200 13.3146
14300 13.3766
14400 13.4029
14500 13.524
14600 13.7122
14700 13.5857
14800 13.8055
14900 14.0553
15000 14.2039
15100 14.3142
15200 14.4713
15300 14.5657
15400 14.6915
15500 14.7218
15600 14.6608
15700 14.719
15800 14.7969
15900 14.7497
16000 14.7441
16100 14.9003
16200 15.0724
16300 14.9991
16400 15.1706
16500 15.1814
16600 15.31
16700 15.2885
16800 15.3872
16900 15.5584
17000 15.603
17100 15.7974
17200 15.8294
17300 15.8703
17400 15.6844
17500 15.8221
17600 15.8769
17700 16.0586
17800 16.1004
17900 16.0367
18000 15.9846
18100 16.3507
18200 16.3646
18300 16.3223
18400 16.5038
18500 16.5562
18600 16.6033
18700 16.636
18800 16.4831
18900 16.6608
19000 16.7488
19100 16.9293
19200 16.9516
19300 17.1546
19400 17.2011
19500 17.0743
19600 17.2032
19700 17.2878
19800 17.4484
19900 17.4675
20000 17.4895
20100 17.6326
20200 17.7888
20300 17.8077
20400 17.8461
20500 17.8085
20600 17.8247
20700 17.9896
20800 18.0612
20900 18.0568
21000 18.1557
21100 18.2589
21200 18.3105
21300 18.3241
21400 18.3473
21500 18.3948
21600 18.445
21700 18.5916
21800 18.7293
21900 18.5868
22000 18.6966
22100 18.9327
22200 18.9051
22300 18.7953
22400 18.8333
22500 18.9875
22600 19.0915
22700 19.039
22800 19.1363
22900 19.1232
23000 19.0804
23100 19.2229
23200 19.2793
23300 19.3934
23400 19.4388
23500 19.635
23600 19.5529
23700 19.4722
23800 19.5949
23900 19.5477
24000 19.4706
24100 19.6831
24200 19.8445
24300 19.8803
24400 20.0336
24500 19.9257
24600 20.0173
24700 19.9655
24800 20.0635
24900 20.262
25000 20.3406
25100 20.583
25200 20.6173
25300 20.6474
25400 20.601
25500 20.6392
25600 20.9167
25700 20.6799
25800 20.7722
25900 20.9061
26000 21.1264
26100 21.1899
26200 21.2325
26300 21.2503
26400 21.3162
26500 21.4102
26600 21.362
26700 21.6353
26800 21.4253
26900 21.5521
27000 21.5102
27100 21.6502
27200 21.7779
27300 21.6009
27400 21.8871
27500 21.9627
27600 22.2281
27700 22.5995
27800 22.3077
27900 22.2024
28000 22.2627
28100 22.4403
28200 22.3995
28300 22.6105
28400 22.5147
28500 22.5565
28600 22.7982
28700 22.8971
28800 22.6672
28900 22.9737
29000 22.8148
29100 22.7897
29200 23.1563
29300 23.139
29400 23.2195
29500 23.3958
29600 23.4056
29700 23.3566
29800 23.5973
29900 23.6748
30000 23.695
30100 23.8054
30200 23.5797
30300 23.5975
30400 23.466
30500 23.6979
30600 23.8116
30700 23.7275
30800 24.0009
30900 24.032
31000 24.0472
31100 24.2105
31200 24.1304
31300 24.3274
31400 24.4145
31500 24.2222
31600 24.2199
31700 24.205
31800 24.2969
31900 24.4184
32000 24.4709
32100 24.4408
32200 24.42
32300 24.5402
32400 24.6401
32500 24.8758
32600 24.6963
32700 24.8387
32800 24.8989
32900 24.7457
33000 24.9576
33100 24.8954
33200 24.9147
33300 24.8897
33400 25.068
33500 24.9835
33600 25.0623
33700 25.0623
33800 25.0857
33900 25.0951
34000 25.3073
34100 25.2778
34200 25.5216
34300 25.4277
34400 25.3092
34500 25.4672
34600 25.6689
34700 25.6408
34800 25.9138
34900 25.898
35000 25.9036
35100 26.0557
35200 26.0654
35300 26.0351
35400 26.2839
35500 26.2905
35600 26.3199
35700 26.1573
35800 26.3466
35900 26.4104
36000 26.2915
36100 26.476
36200 26.5607
36300 26.7305
36400 26.7093
36500 27.022
36600 26.8449
36700 27.025
36800 26.9854
36900 27.1416
37000 27.2835
37100 27.4119
37200 27.3939
37300 27.3737
37400 27.3406
37500 27.4034
37600 27.4639
37700 27.6576
37800 27.7165
37900 27.7547
38000 27.8747
38100 27.7721
38200 28.0161
38300 27.8131
38400 28.0014
38500 28.0562
38600 28.0155
38700 27.9955
38800 27.9737
38900 27.9751
39000 28.1855
39100 28.2947
39200 28.3677
39300 28.3292
39400 28.3552
39500 28.4964
39600 28.3309
39700 28.5462
39800 28.621
39900 28.807
40000 28.8742
40100 29.134
40200 29.0861
40300 29.0908
40400 29.1416
40500 29.2707
40600 29.1077
40700 29.1883
40800 29.3569
40900 29.0536
41000 29.316
41100 29.4601
41200 29.4372
41300 29.6146
41400 29.6033
41500 30.0991
41600 30.0161
41700 29.9541
41800 30.0646
41900 29.8372
42000 29.9156
42100 30.0803
42200 30.1096
42300 30.2966
42400 30.3418
42500 30.2836
42600 30.4173
42700 30.5078
42800 30.4546
42900 30.44
43000 30.6536
43100 30.6916
43200 30.9012
43300 30.6799
43400 30.628
43500 31.0962
43600 30.9595
43700 30.9288
43800 30.8686
43900 31.2165
44000 31.1111
44100 31.2897
44200 31.4241
44300 31.3872
44400 31.2064
44500 31.4099
44600 31.366
44700 31.3387
44800 31.5912
44900 31.3283
45000 31.5693
45100 31.2765
45200 31.4316
45300 31.5261
45400 31.4115
45500 31.5776
45600 31.8102
45700 32.0513
45800 32.0462
45900 32.132
46000 32.2777
46100 32.1521
46200 32.1282
46300 32.2045
46400 32.1825
46500 32.1314
46600 32.4324
46700 32.5345
46800 32.591
46900 32.4852
47000 32.4729
47100 32.5192
47200 32.6656
47300 32.9496
47400 32.6811
47500 33.0001
47600 32.8494
47700 33.0153
47800 33.1396
47900 33.3186
48000 33.295
48100 33.1928
48200 33.4552
48300 33.5232
48400 33.5547
48500 33.5661
48600 33.4981
48700 33.5902
48800 33.4297
48900 33.7873
49000 33.6128
49100 33.966
49200 33.735
49300 33.9857
49400 33.9826
49500 33.8787
49600 34.2276
49700 34.0126
49800 34.215
49900 34.3336
50000 34.2099
50100 34.2562
50200 34.4909
50300 34.6913
50400 34.5413
50500 34.8733
50600 34.7489
50700 34.7164
50800 34.8799
50900 34.9568
51000 34.9125
51100 34.991
51200 35.0335
51300 35.0157
51400 34.9131
51500 35.117
51600 34.927
51700 35.0828
51800 34.9837
51900 35.2951
52000 35.1428
52100 35.0647
52200 34.865
52300 34.9797
52400 34.9253
52500 35.0471
52600 35.3335
52700 35.3235
52800 34.9781
52900 35.1021
53000 35.277
53100 35.3875
53200 35.2638
53300 35.4614
53400 35.5105
53500 35.8673
53600 35.6305
53700 35.6874
53800 35.9104
53900 35.6496
54000 35.6864
54100 35.7073
54200 35.9526
54300 35.8798
54400 36.0759
54500 35.9865
54600 36.0755
54700 36.2562
54800 35.9773
54900 36.046
55000 36.2451
55100 36.2624
55200 36.255
55300 36.3193
